,NOC,Year,F,M,FP
1477,PER,1964,1.0,39.0,0.025
1478,PER,1968,16.0,17.0,0.48484848484848486
1479,PER,1972,4.0,27.0,0.12903225806451613
1480,PER,1980,20.0,18.0,0.5263157894736842
1481,PER,1984,19.0,25.0,0.4318181818181818
1482,PER,1988,15.0,11.0,0.5769230769230769
1483,PER,1992,6.0,15.0,0.2857142857142857
1484,PER,1996,17.0,16.0,0.5151515151515151
1485,PER,2000,13.0,9.0,0.5909090909090909
1486,PER,2004,5.0,9.0,0.35714285714285715
1487,PER,2008,6.0,7.0,0.46153846153846156
1488,PER,2012,7.0,9.0,0.4375
1489,PER,2016,15.0,19.0,0.4411764705882353
1490,PHI,1956,5.0,43.0,0.10416666666666667
1491,PHI,1960,5.0,44.0,0.10204081632653061
1492,PHI,1964,14.0,56.0,0.2
1493,PHI,1968,10.0,79.0,0.11235955056179775
1494,PHI,1972,9.0,70.0,0.11392405063291139
1495,PHI,1976,3.0,19.0,0.13636363636363635
1496,PHI,1984,8.0,24.0,0.25
1497,PHI,1988,7.0,35.0,0.16666666666666666
1498,PHI,1992,5.0,33.0,0.13157894736842105
1499,PHI,1996,7.0,11.0,0.3888888888888889
1500,PHI,2000,10.0,12.0,0.45454545454545453
1501,PHI,2004,5.0,16.0,0.23809523809523808
1502,PHI,2008,6.0,11.0,0.35294117647058826
1503,PHI,2012,4.0,7.0,0.36363636363636365
1504,PHI,2016,6.0,7.0,0.46153846153846156
1505,PLE,2000,1.0,1.0,0.5
1506,PLE,2004,1.0,2.0,0.3333333333333333
1507,PLE,2008,2.0,2.0,0.5
1508,PLE,2012,2.0,3.0,0.4
1509,PLE,2016,2.0,4.0,0.3333333333333333
1510,PLW,2000,3.0,2.0,0.6
1511,PLW,2004,2.0,2.0,0.5
1512,PLW,2008,2.0,3.0,0.4
1513,PLW,2012,3.0,2.0,0.6
1514,PLW,2016,3.0,3.0,0.5
1515,PNG,1984,5.0,7.0,0.4166666666666667
1516,PNG,1988,3.0,12.0,0.2
1517,PNG,1992,3.0,16.0,0.15789473684210525
1518,PNG,2000,3.0,2.0,0.6
1519,PNG,2004,2.0,4.0,0.3333333333333333
1520,PNG,2008,4.0,5.0,0.4444444444444444
1521,PNG,2012,4.0,4.0,0.5
1522,PNG,2016,2.0,6.0,0.25
1523,POL,1924,1.0,99.0,0.01
1524,POL,1928,14.0,132.0,0.0958904109589041
1525,POL,1932,12.0,59.0,0.16901408450704225
1526,POL,1936,19.0,158.0,0.10734463276836158
1527,POL,1948,7.0,45.0,0.1346153846153846
1528,POL,1952,74.0,174.0,0.29838709677419356
1529,POL,1956,58.0,60.0,0.4915254237288136
1530,POL,1960,69.0,238.0,0.2247557003257329
1531,POL,1964,62.0,178.0,0.25833333333333336
1532,POL,1968,77.0,219.0,0.26013513513513514
1533,POL,1972,78.0,340.0,0.18660287081339713
1534,POL,1976,31.0,255.0,0.10839160839160839
1535,POL,1980,123.0,295.0,0.2942583732057416
1536,POL,1988,48.0,144.0,0.25
1537,POL,1992,72.0,191.0,0.2737642585551331
1538,POL,1996,53.0,154.0,0.2560386473429952
1539,POL,2000,79.0,161.0,0.32916666666666666
1540,POL,2004,72.0,152.0,0.32142857142857145
1541,POL,2008,135.0,181.0,0.4272151898734177
1542,POL,2012,111.0,145.0,0.43359375
1543,POL,2016,125.0,164.0,0.43252595155709345
1544,POR,1952,15.0,140.0,0.0967741935483871
1545,POR,1960,17.0,92.0,0.1559633027522936
1546,POR,1964,5.0,20.0,0.2
1547,POR,1968,5.0,28.0,0.15151515151515152
1548,POR,1980,5.0,13.0,0.2777777777777778
1549,POR,1984,11.0,37.0,0.22916666666666666
1550,POR,1988,15.0,76.0,0.16483516483516483
1551,POR,1992,29.0,86.0,0.25217391304347825
1552,POR,1996,39.0,92.0,0.29770992366412213
1553,POR,2000,13.0,51.0,0.203125
1554,POR,2004,18.0,75.0,0.1935483870967742
1555,POR,2008,29.0,58.0,0.3333333333333333
1556,POR,2012,42.0,56.0,0.42857142857142855
1557,POR,2016,34.0,72.0,0.32075471698113206
1558,PRK,1972,14.0,69.0,0.1686746987951807
1559,PRK,1976,2.0,38.0,0.05
1560,PRK,1980,38.0,83.0,0.3140495867768595
1561,PRK,1992,64.0,59.0,0.5203252032520326
1562,PRK,1996,13.0,23.0,0.3611111111111111
1563,PRK,2000,26.0,21.0,0.5531914893617021
1564,PRK,2004,51.0,20.0,0.7183098591549296
1565,PRK,2008,44.0,22.0,0.6666666666666666
1566,PRK,2012,40.0,17.0,0.7017543859649122
1567,PRK,2016,25.0,13.0,0.6578947368421053
1568,PUR,1960,1.0,28.0,0.034482758620689655
1569,PUR,1964,8.0,37.0,0.17777777777777778
1570,PUR,1968,18.0,81.0,0.18181818181818182
1571,PUR,1976,20.0,92.0,0.17857142857142858
1572,PUR,1984,10.0,48.0,0.1724137931034483
1573,PUR,1988,7.0,49.0,0.125
1574,PUR,1992,9.0,92.0,0.0891089108910891
1575,PUR,1996,28.0,63.0,0.3076923076923077
1576,PUR,2000,7.0,31.0,0.18421052631578946
1577,PUR,2004,13.0,39.0,0.25
1578,PUR,2008,7.0,24.0,0.22580645161290322
1579,PUR,2012,9.0,19.0,0.32142857142857145
1580,PUR,2016,28.0,13.0,0.6829268292682927
1581,QAT,2012,5.0,9.0,0.35714285714285715
1582,QAT,2016,2.0,40.0,0.047619047619047616
1583,RHO,1960,1.0,11.0,0.08333333333333333
1584,ROT,2016,5.0,7.0,0.4166666666666667
1585,ROU,1928,2.0,31.0,0.06060606060606061
1586,ROU,1936,2.0,116.0,0.01694915254237288
1587,ROU,1952,61.0,180.0,0.25311203319502074
1588,ROU,1956,47.0,56.0,0.4563106796116505
1589,ROU,1960,49.0,107.0,0.3141025641025641
1590,ROU,1964,64.0,168.0,0.27586206896551724
1591,ROU,1968,21.0,79.0,0.21
1592,ROU,1972,64.0,194.0,0.24806201550387597
1593,ROU,1976,93.0,162.0,0.36470588235294116
1594,ROU,1980,119.0,220.0,0.35103244837758113
1595,ROU,1984,97.0,96.0,0.5025906735751295
1596,ROU,1988,89.0,83.0,0.5174418604651163
1597,ROU,1992,137.0,169.0,0.4477124183006536
1598,ROU,1996,123.0,161.0,0.43309859154929575
1599,ROU,2000,128.0,124.0,0.5079365079365079
1600,ROU,2004,98.0,95.0,0.5077720207253886
1601,ROU,2008,88.0,84.0,0.5116279069767442
1602,ROU,2012,73.0,82.0,0.47096774193548385
1603,ROU,2016,75.0,46.0,0.6198347107438017
1604,RSA,1920,2.0,95.0,0.020618556701030927
1605,RSA,1928,12.0,28.0,0.3
1606,RSA,1932,5.0,15.0,0.25
1607,RSA,1936,12.0,42.0,0.2222222222222222
1608,RSA,1948,2.0,41.0,0.046511627906976744
1609,RSA,1952,9.0,100.0,0.08256880733944955
1610,RSA,1956,13.0,77.0,0.14444444444444443
1611,RSA,1960,6.0,66.0,0.08333333333333333
1612,RSA,1992,45.0,96.0,0.3191489361702128
1613,RSA,1996,37.0,74.0,0.3333333333333333
1614,RSA,2000,49.0,112.0,0.30434782608695654
1615,RSA,2004,49.0,79.0,0.3828125
1616,RSA,2008,80.0,99.0,0.44692737430167595
1617,RSA,2012,61.0,84.0,0.4206896551724138
1618,RSA,2016,46.0,109.0,0.2967741935483871
1619,RUS,1924,1.0,2.0,0.3333333333333333
1620,RUS,1996,233.0,319.0,0.4221014492753623
1621,RUS,2000,269.0,333.0,0.446843853820598
1622,RUS,2004,265.0,328.0,0.4468802698145025
1623,RUS,2008,285.0,315.0,0.475
1624,RUS,2012,283.0,266.0,0.5154826958105647
1625,RUS,2016,203.0,203.0,0.5
1626,RWA,1984,2.0,4.0,0.3333333333333333
1627,RWA,1988,4.0,4.0,0.5
1628,RWA,1992,3.0,7.0,0.3
1629,RWA,2000,2.0,3.0,0.4
1630,RWA,2004,2.0,3.0,0.4
1631,RWA,2008,2.0,2.0,0.5
1632,RWA,2012,2.0,5.0,0.2857142857142857
1633,RWA,2016,3.0,4.0,0.42857142857142855
1634,SAA,1952,7.0,86.0,0.07526881720430108
1635,SAM,1996,1.0,4.0,0.2
1636,SAM,2000,1.0,4.0,0.2
1637,SAM,2004,1.0,2.0,0.3333333333333333
1638,SAM,2008,2.0,5.0,0.2857142857142857
1639,SAM,2012,3.0,6.0,0.3333333333333333
1640,SAM,2016,4.0,5.0,0.4444444444444444
1641,SCG,1996,14.0,65.0,0.17721518987341772
1642,SCG,2000,26.0,99.0,0.208
1643,SCG,2004,9.0,87.0,0.09375
1644,SEN,1976,3.0,30.0,0.09090909090909091
1645,SEN,1980,4.0,35.0,0.10256410256410256
1646,SEN,1984,1.0,28.0,0.034482758620689655
1647,SEN,1988,1.0,34.0,0.02857142857142857
1648,SEN,1992,2.0,23.0,0.08
1649,SEN,2000,23.0,9.0,0.71875
1650,SEN,2004,13.0,8.0,0.6190476190476191
1651,SEN,2008,7.0,10.0,0.4117647058823529
1652,SEN,2012,7.0,25.0,0.21875
1653,SEN,2016,16.0,6.0,0.7272727272727273
1654,SEY,1980,4.0,17.0,0.19047619047619047
1655,SEY,1984,3.0,12.0,0.2
1656,SEY,1992,3.0,18.0,0.14285714285714285
1657,SEY,1996,1.0,8.0,0.1111111111111111
1658,SEY,2000,3.0,6.0,0.3333333333333333
1659,SEY,2004,2.0,8.0,0.2
1660,SEY,2008,3.0,7.0,0.3
1661,SEY,2012,2.0,4.0,0.3333333333333333
1662,SEY,2016,2.0,8.0,0.2
1663,SGP,1952,2.0,5.0,0.2857142857142857
1664,SGP,1956,3.0,49.0,0.057692307692307696
1665,SGP,1972,3.0,9.0,0.25
1666,SGP,1976,1.0,3.0,0.25
1667,SGP,1988,1.0,26.0,0.037037037037037035
1668,SGP,1992,14.0,23.0,0.3783783783783784
1669,SGP,1996,10.0,25.0,0.2857142857142857
1670,SGP,2000,13.0,10.0,0.5652173913043478
1671,SGP,2004,15.0,7.0,0.6818181818181818
1672,SGP,2008,23.0,13.0,0.6388888888888888
1673,SGP,2012,24.0,12.0,0.6666666666666666
1674,SGP,2016,20.0,12.0,0.625
1675,SKN,1996,9.0,5.0,0.6428571428571429
1676,SKN,2000,2.0,2.0,0.5
1677,SKN,2004,1.0,1.0,0.5
1678,SKN,2008,4.0,2.0,0.6666666666666666
1679,SKN,2016,1.0,8.0,0.1111111111111111
1680,SLE,1980,7.0,25.0,0.21875
1681,SLE,1984,1.0,9.0,0.1
1682,SLE,1988,1.0,19.0,0.05
1683,SLE,1992,5.0,10.0,0.3333333333333333
1684,SLE,1996,7.0,12.0,0.3684210526315789
1685,SLE,2000,1.0,2.0,0.3333333333333333
1686,SLE,2004,1.0,1.0,0.5
1687,SLE,2008,1.0,2.0,0.3333333333333333
1688,SLE,2012,1.0,1.0,0.5
1689,SLE,2016,2.0,2.0,0.5
1690,SLO,1992,7.0,40.0,0.14893617021276595
1691,SLO,1996,14.0,33.0,0.2978723404255319
1692,SLO,2000,26.0,64.0,0.28888888888888886
1693,SLO,2004,35.0,67.0,0.3431372549019608
1694,SLO,2008,27.0,46.0,0.3698630136986301
1695,SLO,2012,48.0,30.0,0.6153846153846154
1696,SLO,2016,29.0,41.0,0.4142857142857143
1697,SMR,1976,2.0,8.0,0.2
1698,SMR,1984,3.0,28.0,0.0967741935483871
1699,SMR,1992,1.0,19.0,0.05
1700,SMR,1996,1.0,6.0,0.14285714285714285
1701,SMR,2000,1.0,3.0,0.25
1702,SMR,2004,1.0,4.0,0.2
1703,SMR,2008,2.0,2.0,0.5
1704,SMR,2012,3.0,1.0,0.75
1705,SMR,2016,2.0,2.0,0.5
1706,SOL,1996,1.0,3.0,0.25
1707,SOL,2000,1.0,1.0,0.5
1708,SOL,2004,1.0,1.0,0.5
1709,SOL,2008,2.0,1.0,0.6666666666666666
1710,SOL,2012,2.0,2.0,0.5
1711,SOL,2016,2.0,1.0,0.6666666666666666
1712,SOM,2000,1.0,1.0,0.5
1713,SOM,2004,1.0,1.0,0.5
1714,SOM,2008,1.0,1.0,0.5
1715,SOM,2012,1.0,1.0,0.5
1716,SOM,2016,1.0,1.0,0.5
1717,SRB,2008,27.0,70.0,0.27835051546391754
1718,SRB,2012,42.0,92.0,0.31343283582089554
1719,SRB,2016,57.0,70.0,0.44881889763779526
1720,SRI,1988,4.0,5.0,0.4444444444444444
1721,SRI,1992,8.0,8.0,0.5
1722,SRI,1996,6.0,5.0,0.5454545454545454
1723,SRI,2000,13.0,11.0,0.5416666666666666
1724,SRI,2004,4.0,4.0,0.5
1725,SRI,2008,4.0,5.0,0.4444444444444444
1726,SRI,2012,3.0,5.0,0.375
1727,SRI,2016,2.0,8.0,0.2
1728,SSD,2016,1.0,2.0,0.3333333333333333
1729,STP,1996,1.0,1.0,0.5
1730,STP,2000,1.0,1.0,0.5
1731,STP,2004,1.0,1.0,0.5
1732,STP,2008,1.0,3.0,0.25
1733,STP,2012,1.0,1.0,0.5
1734,STP,2016,1.0,2.0,0.3333333333333333
1735,SUD,2000,1.0,2.0,0.3333333333333333
1736,SUD,2004,1.0,3.0,0.25
1737,SUD,2008,4.0,5.0,0.4444444444444444
1738,SUD,2012,2.0,4.0,0.3333333333333333
1739,SUD,2016,2.0,4.0,0.3333333333333333
1740,SUI,1900,3.0,49.0,0.057692307692307696
1741,SUI,1924,5.0,257.0,0.019083969465648856
1742,SUI,1928,1.0,235.0,0.00423728813559322
1743,SUI,1936,6.0,322.0,0.018292682926829267
1744,SUI,1948,10.0,277.0,0.03484320557491289
1745,SUI,1952,12.0,239.0,0.04780876494023904
1746,SUI,1960,2.0,219.0,0.00904977375565611
1747,SUI,1964,2.0,127.0,0.015503875968992248
1748,SUI,1968,8.0,147.0,0.05161290322580645
1749,SUI,1972,76.0,189.0,0.28679245283018867
1750,SUI,1976,5.0,96.0,0.04950495049504951
1751,SUI,1980,9.0,77.0,0.10465116279069768
1752,SUI,1984,69.0,176.0,0.2816326530612245
1753,SUI,1988,37.0,114.0,0.24503311258278146
1754,SUI,1992,43.0,128.0,0.25146198830409355
1755,SUI,1996,70.0,102.0,0.4069767441860465
1756,SUI,2000,55.0,83.0,0.39855072463768115
1757,SUI,2004,58.0,80.0,0.42028985507246375
1758,SUI,2008,48.0,68.0,0.41379310344827586
1759,SUI,2012,37.0,89.0,0.29365079365079366
1760,SUI,2016,61.0,91.0,0.40131578947368424
1761,SUR,1988,4.0,6.0,0.4
1762,SUR,1992,2.0,7.0,0.2222222222222222
1763,SUR,1996,5.0,6.0,0.45454545454545453
1764,SUR,2000,3.0,2.0,0.6
1765,SUR,2004,2.0,2.0,0.5
1766,SUR,2008,2.0,2.0,0.5
1767,SUR,2012,2.0,3.0,0.4
1768,SUR,2016,2.0,4.0,0.3333333333333333
1769,SVK,1996,27.0,71.0,0.2755102040816326
1770,SVK,2000,36.0,96.0,0.2727272727272727
1771,SVK,2004,26.0,58.0,0.30952380952380953
1772,SVK,2008,28.0,39.0,0.417910447761194
1773,SVK,2012,30.0,35.0,0.46153846153846156
1774,SVK,2016,24.0,39.0,0.38095238095238093
1775,SWE,1908,3.0,273.0,0.010869565217391304
1776,SWE,1912,38.0,676.0,0.05322128851540616
1777,SWE,1920,23.0,381.0,0.05693069306930693
1778,SWE,1924,26.0,230.0,0.1015625
1779,SWE,1928,18.0,121.0,0.12949640287769784
1780,SWE,1932,5.0,123.0,0.0390625
1781,SWE,1936,14.0,217.0,0.06060606060606061
1782,SWE,1948,25.0,198.0,0.11210762331838565
1783,SWE,1952,80.0,275.0,0.22535211267605634
1784,SWE,1956,56.0,130.0,0.3010752688172043
1785,SWE,1960,55.0,203.0,0.2131782945736434
1786,SWE,1964,53.0,122.0,0.3028571428571429
1787,SWE,1968,36.0,150.0,0.1935483870967742
1788,SWE,1972,50.0,136.0,0.26881720430107525
1789,SWE,1976,32.0,131.0,0.19631901840490798
1790,SWE,1980,45.0,156.0,0.22388059701492538
1791,SWE,1984,69.0,185.0,0.27165354330708663
1792,SWE,1988,58.0,193.0,0.23107569721115537
1793,SWE,1992,68.0,184.0,0.2698412698412698
1794,SWE,1996,93.0,140.0,0.39914163090128757
1795,SWE,2000,75.0,123.0,0.3787878787878788
1796,SWE,2004,75.0,82.0,0.47770700636942676
1797,SWE,2008,97.0,72.0,0.5739644970414202
1798,SWE,2012,102.0,66.0,0.6071428571428571
1799,SWE,2016,112.0,74.0,0.6021505376344086
1800,SWZ,1996,1.0,5.0,0.16666666666666666
1801,SWZ,2000,2.0,4.0,0.3333333333333333
1802,SWZ,2004,1.0,2.0,0.3333333333333333
1803,SWZ,2008,2.0,2.0,0.5
1804,SWZ,2012,1.0,2.0,0.3333333333333333
1805,SWZ,2016,1.0,1.0,0.5
1806,SYR,1972,1.0,4.0,0.2
1807,SYR,1980,3.0,68.0,0.04225352112676056
1808,SYR,1992,1.0,8.0,0.1111111111111111
1809,SYR,1996,1.0,7.0,0.125
1810,SYR,2000,2.0,6.0,0.25
1811,SYR,2004,1.0,5.0,0.16666666666666666
1812,SYR,2008,1.0,6.0,0.14285714285714285
1813,SYR,2012,4.0,6.0,0.4
1814,SYR,2016,3.0,4.0,0.42857142857142855
1815,TAN,1980,8.0,40.0,0.16666666666666666
1816,TAN,1984,3.0,18.0,0.14285714285714285
1817,TAN,1996,1.0,6.0,0.14285714285714285
1818,TAN,2000,1.0,3.0,0.25
1819,TAN,2004,2.0,7.0,0.2222222222222222
1820,TAN,2008,2.0,7.0,0.2222222222222222
1821,TAN,2012,2.0,4.0,0.3333333333333333
1822,TAN,2016,2.0,5.0,0.2857142857142857
1823,TCH,1920,1.0,181.0,0.005494505494505495
1824,TCH,1924,4.0,238.0,0.01652892561983471
1825,TCH,1928,1.0,146.0,0.006802721088435374
1826,TCH,1936,17.0,276.0,0.05802047781569966
1827,TCH,1948,15.0,138.0,0.09803921568627451
1828,TCH,1952,61.0,157.0,0.2798165137614679
1829,TCH,1956,49.0,112.0,0.30434782608695654
1830,TCH,1960,49.0,153.0,0.24257425742574257
1831,TCH,1964,40.0,147.0,0.21390374331550802
1832,TCH,1968,60.0,143.0,0.2955665024630542
1833,TCH,1972,71.0,203.0,0.2591240875912409
1834,TCH,1976,69.0,182.0,0.2749003984063745
1835,TCH,1980,80.0,237.0,0.25236593059936907
1836,TCH,1988,91.0,135.0,0.4026548672566372
1837,TCH,1992,90.0,179.0,0.3345724907063197
1838,TGA,1988,2.0,5.0,0.2857142857142857
1839,TGA,1996,1.0,4.0,0.2
1840,TGA,2000,1.0,2.0,0.3333333333333333
1841,TGA,2004,1.0,4.0,0.2
1842,TGA,2008,1.0,2.0,0.3333333333333333
1843,TGA,2012,1.0,2.0,0.3333333333333333
1844,TGA,2016,3.0,4.0,0.42857142857142855
1845,THA,1964,10.0,57.0,0.14925373134328357
1846,THA,1976,7.0,55.0,0.11290322580645161
1847,THA,1984,11.0,29.0,0.275
1848,THA,1988,2.0,13.0,0.13333333333333333
1849,THA,1992,35.0,29.0,0.546875
1850,THA,1996,20.0,38.0,0.3448275862068966
1851,THA,2000,26.0,42.0,0.38235294117647056
1852,THA,2004,21.0,30.0,0.4117647058823529
1853,THA,2008,30.0,23.0,0.5660377358490566
1854,THA,2012,21.0,22.0,0.4883720930232558
1855,THA,2016,30.0,28.0,0.5172413793103449
1856,TJK,1996,2.0,6.0,0.25
1857,TJK,2000,2.0,2.0,0.5
1858,TJK,2004,4.0,5.0,0.4444444444444444
1859,TJK,2008,3.0,13.0,0.1875
1860,TJK,2012,3.0,13.0,0.1875
1861,TJK,2016,2.0,5.0,0.2857142857142857
1862,TKM,1996,3.0,4.0,0.42857142857142855
1863,TKM,2000,4.0,4.0,0.5
1864,TKM,2004,3.0,7.0,0.3
1865,TKM,2008,4.0,6.0,0.4
1866,TKM,2012,3.0,7.0,0.3
1867,TKM,2016,5.0,4.0,0.5555555555555556
1868,TLS,2004,1.0,1.0,0.5
1869,TLS,2012,1.0,1.0,0.5
1870,TLS,2016,2.0,1.0,0.6666666666666666
1871,TOG,2000,1.0,2.0,0.3333333333333333
1872,TOG,2004,1.0,2.0,0.3333333333333333
1873,TOG,2008,1.0,3.0,0.25
1874,TOG,2012,2.0,4.0,0.3333333333333333
1875,TOG,2016,3.0,2.0,0.6
1876,TPE,1960,4.0,27.0,0.12903225806451613
1877,TPE,1964,10.0,86.0,0.10416666666666667
1878,TPE,1968,31.0,62.0,0.3333333333333333
1879,TPE,1972,15.0,29.0,0.3409090909090909
1880,TPE,1984,13.0,39.0,0.25
1881,TPE,1988,50.0,73.0,0.4065040650406504
1882,TPE,1992,12.0,26.0,0.3157894736842105
1883,TPE,1996,66.0,41.0,0.616822429906542
1884,TPE,2000,42.0,33.0,0.56
1885,TPE,2004,47.0,57.0,0.4519230769230769
1886,TPE,2008,44.0,48.0,0.4782608695652174
1887,TPE,2012,33.0,22.0,0.6
1888,TPE,2016,36.0,31.0,0.5373134328358209
1889,TTO,1972,1.0,35.0,0.027777777777777776
1890,TTO,1984,8.0,15.0,0.34782608695652173
1891,TTO,1988,5.0,5.0,0.5
1892,TTO,1996,6.0,10.0,0.375
1893,TTO,2000,7.0,22.0,0.2413793103448276
1894,TTO,2004,10.0,16.0,0.38461538461538464
1895,TTO,2008,13.0,22.0,0.37142857142857144
1896,TTO,2012,12.0,26.0,0.3157894736842105
